math_marks,science_marks,social_marks,english_marks,hobby,activity,logic_score,creative_score,leadership_score,stream
53,50,68,71,Artistic,Drama,1,1,1,Humanities
68,86,92,74,Technical,Volunteering,5,4,4,Science
67,74,86,68,Business,Finance Club,3,1,2,Commerce
85,58,69,71,Technical,Robotics,5,2,2,Science
98,75,70,76,Literary,Debating,4,3,1,Humanities
97,74,100,88,Business,Finance Club,3,5,5,Commerce
78,88,79,91,Technical,Volunteering,5,3,4,Science
63,71,79,69,Artistic,Volunteering,1,5,4,Humanities
64,76,74,77,Literary,Drama,2,3,2,Humanities
97,77,63,71,Technical,Robotics,5,1,1,Science
54,45,75,86,Literary,Debating,1,5,5,Humanities
70,77,82,83,Artistic,Volunteering,3,5,5,Humanities
83,76,48,75,Artistic,Volunteering,3,4,1,Humanities
78,69,75,69,Technical,Volunteering,1,4,5,Science
71,65,60,75,Technical,Volunteering,2,3,5,Science
97,69,72,75,Technical,Robotics,4,1,2,Science
58,69,68,62,Technical,Robotics,1,3,3,Science
78,81,91,73,Business,Volunteering,3,2,3,Commerce
70,83,78,64,Business,Finance Club,3,3,1,Commerce
55,73,59,77,Literary,Debating,3,3,3,Humanities
85,65,60,63,Technical,Robotics,4,2,1,Science
58,71,76,64,Artistic,Volunteering,1,3,5,Humanities
72,67,78,67,Business,Finance Club,3,2,5,Commerce
63,59,75,73,Literary,Volunteering,2,4,5,Humanities
99,100,54,72,Business,Entrepreneurship,5,1,1,Science
77,77,72,62,Artistic,Volunteering,4,1,3,Science
45,74,68,76,Literary,Drama,2,2,2,Humanities
48,56,55,55,Business,Finance Club,1,1,2,Commerce
81,89,70,81,Literary,Drama,3,2,4,Humanities
63,71,92,73,Artistic,Drama,1,5,5,Humanities
78,76,75,87,Technical,Robotics,4,3,1,Science
75,91,69,100,Business,Volunteering,5,3,4,Science
77,77,77,48,Technical,Volunteering,4,1,1,Science
75,63,66,88,Business,Finance Club,3,3,2,Commerce
98,75,100,66,Technical,Robotics,5,4,4,Science
65,56,82,67,Technical,Robotics,2,5,1,Humanities
87,82,82,64,Technical,Robotics,5,2,5,Science
84,72,81,77,Technical,Volunteering,4,2,2,Science
63,66,66,85,Artistic,Volunteering,2,4,4,Humanities
60,73,76,85,Technical,Volunteering,2,4,4,Humanities
70,89,84,55,Literary,Drama,3,1,5,Humanities
77,83,87,53,Business,Entrepreneurship,5,1,1,Science
87,73,79,73,Business,Finance Club,4,2,1,Commerce
78,71,83,87,Literary,Volunteering,2,4,5,Humanities
66,64,92,94,Artistic,Drama,3,4,3,Humanities
72,74,91,71,Technical,Robotics,4,4,4,Science
86,85,86,74,Business,Entrepreneurship,5,5,3,Commerce
75,81,73,77,Technical,Volunteering,5,4,3,Science
78,94,64,82,Literary,Debating,5,3,3,Humanities
69,53,100,88,Literary,Drama,2,5,4,Humanities
95,74,73,54,Business,Entrepreneurship,4,2,2,Commerce
71,56,78,71,Artistic,Volunteering,1,4,1,Humanities
75,64,67,87,Business,Entrepreneurship,3,3,4,Commerce
68,71,72,76,Literary,Drama,4,5,5,Humanities
71,91,68,81,Literary,Debating,5,4,1,Humanities
57,47,57,73,Business,Entrepreneurship,1,2,2,Commerce
68,83,73,89,Business,Volunteering,2,4,1,Humanities
76,73,61,100,Technical,Robotics,2,4,3,Science
61,42,85,38,Technical,Robotics,1,2,4,Commerce
72,99,80,75,Literary,Drama,5,5,4,Humanities
70,61,88,99,Artistic,Volunteering,3,5,4,Humanities
75,79,70,100,Artistic,Drama,3,4,1,Humanities
56,65,82,74,Artistic,Volunteering,1,3,3,Humanities
77,51,80,83,Artistic,Volunteering,2,4,5,Humanities
61,76,75,60,Technical,Volunteering,4,1,2,Science
85,75,93,72,Artistic,Drama,3,5,4,Humanities
65,63,85,63,Business,Volunteering,2,1,4,Commerce
79,87,71,72,Technical,Robotics,5,4,4,Science
85,69,58,55,Literary,Volunteering,4,2,5,Science
86,69,87,91,Artistic,Debating,2,5,3,Humanities
75,91,70,80,Business,Entrepreneurship,3,2,4,Commerce
80,63,100,80,Technical,Robotics,1,5,3,Humanities
66,75,89,88,Technical,Volunteering,4,5,5,Humanities
68,96,89,100,Artistic,Debating,3,4,3,Humanities
66,69,92,88,Literary,Debating,2,5,5,Humanities
62,65,68,67,Artistic,Volunteering,1,4,5,Humanities
74,81,80,94,Technical,Volunteering,5,4,2,Science
65,100,75,80,Technical,Robotics,5,4,5,Science
71,83,64,62,Business,Volunteering,5,1,4,Science
85,82,78,85,Artistic,Drama,2,3,2,Humanities
88,88,66,67,Business,Finance Club,5,1,2,Science
84,86,65,57,Technical,Volunteering,4,1,5,Science
80,81,75,88,Literary,Volunteering,3,5,1,Humanities
88,90,73,75,Technical,Volunteering,4,5,4,Science
77,70,81,79,Business,Entrepreneurship,4,5,5,Commerce
74,68,84,66,Business,Volunteering,3,3,1,Commerce
85,62,80,76,Artistic,Drama,3,5,5,Humanities
66,96,80,87,Technical,Volunteering,5,5,4,Science
85,94,78,81,Technical,Volunteering,4,5,5,Science
56,57,87,100,Artistic,Debating,2,4,5,Humanities
54,89,74,76,Literary,Volunteering,3,4,3,Humanities
79,79,85,87,Artistic,Drama,2,5,2,Humanities
59,50,90,79,Artistic,Drama,1,5,4,Humanities
66,75,90,86,Business,Entrepreneurship,3,3,4,Commerce
80,75,70,89,Literary,Volunteering,2,4,2,Humanities
89,82,65,80,Technical,Volunteering,3,3,3,Science
67,60,62,100,Artistic,Drama,2,5,3,Humanities
82,71,94,88,Technical,Volunteering,4,4,5,Science
56,70,72,78,Artistic,Drama,2,1,2,Humanities
69,71,80,62,Business,Finance Club,5,3,3,Commerce
60,82,79,57,Artistic,Debating,1,1,3,Humanities
79,58,61,61,Technical,Volunteering,2,2,1,Science
70,46,100,74,Artistic,Debating,2,5,5,Humanities
98,93,71,79,Literary,Debating,5,2,2,Science
98,90,71,86,Business,Entrepreneurship,5,5,5,Commerce
85,59,75,86,Technical,Volunteering,1,5,1,Humanities
73,87,73,73,Technical,Robotics,4,3,3,Science
79,70,73,62,Business,Entrepreneurship,3,3,4,Commerce
90,86,62,83,Technical,Volunteering,4,2,4,Science
62,88,78,84,Artistic,Debating,3,4,3,Humanities
76,67,78,89,Artistic,Drama,3,5,4,Humanities
59,84,69,68,Technical,Volunteering,3,1,4,Science
75,56,92,74,Business,Finance Club,1,3,3,Commerce
80,65,51,54,Literary,Drama,3,1,2,Science
91,86,80,84,Business,Finance Club,3,3,5,Commerce
87,87,60,87,Technical,Volunteering,5,3,2,Science
70,97,73,67,Business,Entrepreneurship,4,5,5,Commerce
62,64,70,77,Business,Volunteering,2,3,1,Humanities
68,54,72,64,Business,Volunteering,1,2,2,Commerce
78,81,72,92,Literary,Drama,2,4,2,Humanities
68,71,72,91,Artistic,Volunteering,1,5,2,Humanities
61,70,53,68,Technical,Robotics,3,2,4,Science
79,75,87,56,Business,Volunteering,1,3,2,Commerce
79,73,64,78,Artistic,Drama,1,3,5,Humanities
92,69,55,68,Technical,Volunteering,3,1,2,Science
79,79,98,70,Technical,Volunteering,5,2,2,Science
98,70,41,76,Artistic,Drama,4,1,2,Science
77,53,65,59,Business,Entrepreneurship,2,1,5,Commerce
81,78,74,75,Literary,Drama,3,2,2,Humanities
82,80,78,80,Business,Entrepreneurship,2,4,3,Commerce
72,59,76,65,Business,Finance Club,2,3,5,Commerce
72,89,67,56,Technical,Robotics,2,3,3,Science
89,89,74,70,Technical,Volunteering,5,1,2,Science
65,76,64,63,Business,Entrepreneurship,1,1,3,Commerce
43,82,96,75,Business,Finance Club,2,3,5,Commerce
64,63,67,79,Artistic,Debating,1,4,1,Humanities
66,61,74,74,Technical,Robotics,2,2,1,Science
75,82,80,77,Artistic,Drama,2,5,3,Humanities
77,58,65,88,Business,Finance Club,2,3,2,Commerce
64,85,79,75,Technical,Volunteering,4,4,5,Science
67,66,72,68,Business,Volunteering,3,3,5,Commerce
72,63,72,98,Artistic,Debating,3,5,3,Humanities
62,57,58,65,Technical,Robotics,2,2,3,Science
91,72,72,70,Technical,Volunteering,5,3,1,Science
81,52,95,79,Artistic,Drama,3,4,5,Humanities
85,76,63,72,Technical,Volunteering,3,3,1,Science
84,83,82,69,Artistic,Volunteering,3,4,2,Humanities
78,80,64,70,Business,Volunteering,5,1,2,Science
71,75,74,68,Technical,Robotics,1,1,3,Science
76,88,78,64,Technical,Robotics,4,3,2,Science
81,67,74,52,Technical,Volunteering,4,2,4,Science
72,72,83,83,Technical,Volunteering,4,5,2,Science
84,68,71,100,Artistic,Debating,3,5,3,Humanities
94,88,65,72,Business,Volunteering,4,1,3,Science
95,70,72,58,Business,Finance Club,4,2,3,Commerce
79,54,86,58,Artistic,Volunteering,3,1,5,Commerce
71,88,74,79,Literary,Volunteering,3,4,3,Humanities
86,86,51,65,Technical,Robotics,5,2,1,Science
79,69,83,81,Artistic,Volunteering,4,4,2,Humanities
60,79,67,77,Artistic,Drama,1,4,3,Humanities
75,80,87,97,Technical,Robotics,5,4,2,Science
67,79,62,79,Technical,Volunteering,5,1,4,Science
72,78,64,76,Business,Entrepreneurship,3,3,1,Commerce
61,60,80,61,Technical,Volunteering,2,3,2,Science
90,95,84,63,Technical,Robotics,5,1,1,Science
76,69,75,94,Artistic,Drama,3,5,5,Humanities
45,78,66,81,Artistic,Debating,1,5,2,Humanities
79,73,74,95,Technical,Volunteering,4,5,2,Science
94,99,57,67,Technical,Volunteering,5,1,5,Science
77,83,88,92,Artistic,Debating,5,5,2,Humanities
97,78,54,51,Technical,Robotics,5,1,1,Science
100,78,73,70,Technical,Volunteering,4,4,5,Science
68,65,84,66,Technical,Robotics,3,2,4,Science
60,68,78,68,Artistic,Debating,1,1,2,Humanities
67,60,66,73,Artistic,Debating,3,1,1,Humanities
79,72,83,81,Technical,Robotics,5,2,5,Science
71,65,77,53,Artistic,Debating,3,2,2,Humanities
65,72,83,75,Literary,Drama,2,4,2,Humanities
77,67,68,66,Business,Entrepreneurship,4,2,3,Commerce
94,89,59,91,Technical,Volunteering,5,5,5,Science
87,92,62,79,Artistic,Volunteering,3,4,1,Humanities
83,81,72,55,Literary,Debating,3,3,4,Humanities
94,74,74,74,Business,Entrepreneurship,4,1,5,Commerce
100,91,64,53,Technical,Robotics,5,2,5,Science
58,73,77,68,Technical,Volunteering,4,1,5,Science
66,50,82,62,Technical,Volunteering,2,1,5,Commerce
73,62,45,78,Literary,Volunteering,1,1,2,Humanities
92,75,65,49,Literary,Debating,5,1,2,Science
73,100,85,81,Literary,Debating,5,5,5,Humanities
65,63,77,81,Business,Entrepreneurship,2,1,1,Commerce
88,70,68,65,Technical,Volunteering,4,2,4,Science
100,78,62,58,Artistic,Volunteering,5,1,3,Science
78,49,64,83,Technical,Volunteering,1,3,4,Humanities
81,86,100,92,Literary,Drama,2,5,4,Humanities
82,90,69,60,Literary,Drama,5,1,4,Science
69,76,86,81,Artistic,Drama,3,4,3,Humanities
78,99,76,58,Technical,Volunteering,5,4,3,Science
92,77,73,46,Business,Finance Club,5,2,2,Science
100,82,79,76,Artistic,Debating,4,3,4,Humanities
67,71,76,75,Business,Entrepreneurship,3,2,3,Commerce
76,97,90,89,Technical,Robotics,5,5,3,Science
80,64,69,85,Artistic,Debating,3,5,5,Humanities
87,79,79,68,Business,Entrepreneurship,3,3,3,Commerce
71,77,95,84,Technical,Robotics,4,5,2,Science
64,60,83,91,Artistic,Debating,1,5,4,Humanities
96,82,67,71,Technical,Volunteering,5,1,1,Science
60,64,74,60,Business,Entrepreneurship,1,3,4,Commerce
78,70,72,87,Artistic,Debating,2,4,4,Humanities
80,85,78,85,Artistic,Debating,5,5,1,Humanities
60,66,57,76,Literary,Drama,2,3,2,Humanities
81,74,81,94,Artistic,Debating,5,5,4,Humanities
70,63,97,61,Literary,Debating,1,4,4,Humanities
98,89,60,65,Artistic,Drama,5,4,1,Science
70,79,94,77,Technical,Volunteering,4,4,4,Science
91,87,77,66,Literary,Drama,4,4,2,Humanities
76,64,74,74,Technical,Volunteering,1,3,1,Science
67,75,60,50,Technical,Robotics,2,1,1,Science
97,94,90,93,Technical,Robotics,5,5,2,Science
56,62,64,48,Artistic,Volunteering,1,1,2,Humanities
63,78,70,79,Literary,Volunteering,2,4,3,Humanities
75,72,80,64,Technical,Volunteering,4,2,3,Science
100,84,69,85,Business,Entrepreneurship,5,3,3,Science
75,77,49,84,Technical,Volunteering,2,2,1,Science
70,54,68,93,Artistic,Debating,1,5,3,Humanities
66,76,76,64,Technical,Robotics,4,1,2,Science
73,79,55,74,Technical,Volunteering,5,2,3,Science
82,97,80,71,Business,Entrepreneurship,5,4,1,Science
78,73,71,69,Artistic,Volunteering,1,1,4,Humanities
73,75,54,64,Technical,Volunteering,2,3,2,Science
75,77,79,74,Business,Finance Club,2,5,2,Commerce
73,64,93,82,Technical,Robotics,4,3,3,Science
88,66,74,84,Technical,Volunteering,2,3,1,Science
86,76,87,83,Business,Entrepreneurship,2,3,4,Commerce
59,76,63,66,Literary,Volunteering,2,2,2,Humanities
83,68,100,77,Artistic,Drama,4,3,5,Humanities
83,77,64,80,Business,Finance Club,4,4,2,Commerce
83,95,58,74,Business,Entrepreneurship,5,2,3,Science
48,65,75,76,Literary,Debating,2,3,1,Humanities
82,94,100,92,Artistic,Debating,5,5,5,Humanities
52,93,89,75,Technical,Robotics,4,5,2,Science
77,73,71,78,Literary,Debating,4,1,2,Humanities
89,96,86,64,Business,Entrepreneurship,3,2,5,Commerce
99,74,59,82,Technical,Robotics,4,3,1,Science
57,75,75,87,Business,Entrepreneurship,1,2,5,Commerce
82,60,96,73,Artistic,Debating,3,3,2,Humanities
62,61,51,65,Technical,Volunteering,1,2,3,Science
63,64,57,83,Technical,Robotics,2,2,2,Science
100,72,68,73,Technical,Volunteering,5,1,5,Science
70,86,90,91,Business,Finance Club,4,5,4,Commerce
72,69,62,74,Literary,Debating,1,2,5,Humanities
81,57,78,80,Literary,Drama,2,5,2,Humanities
65,86,85,75,Business,Volunteering,4,1,2,Science
68,89,92,69,Artistic,Debating,5,4,2,Humanities
79,94,76,52,Technical,Volunteering,4,1,4,Science
74,71,68,71,Artistic,Volunteering,1,2,3,Humanities
70,54,73,73,Artistic,Debating,1,3,1,Humanities
60,64,66,90,Business,Volunteering,1,3,2,Humanities
94,88,77,67,Technical,Volunteering,5,4,1,Science
68,78,81,93,Artistic,Drama,3,5,5,Humanities
75,74,59,79,Technical,Volunteering,4,4,1,Science
78,84,76,81,Literary,Volunteering,5,3,5,Humanities
62,80,83,87,Business,Finance Club,2,2,2,Commerce
78,81,85,76,Business,Volunteering,2,1,4,Commerce
67,66,80,96,Technical,Volunteering,3,4,1,Humanities
53,61,88,60,Artistic,Debating,3,5,4,Humanities
65,56,67,72,Business,Entrepreneurship,1,1,1,Commerce
79,78,77,94,Artistic,Drama,3,5,5,Humanities
75,63,79,71,Literary,Debating,3,4,2,Humanities
71,73,89,61,Literary,Drama,2,5,5,Humanities
58,54,65,68,Business,Volunteering,1,2,5,Commerce
80,81,90,83,Technical,Robotics,4,4,5,Science
68,67,67,61,Technical,Robotics,1,1,4,Science
71,59,62,72,Technical,Robotics,4,2,3,Science
71,80,76,78,Technical,Robotics,2,5,1,Science
69,92,71,61,Literary,Drama,5,3,1,Humanities
63,80,85,72,Technical,Robotics,2,2,4,Science
61,66,77,73,Artistic,Debating,3,4,2,Humanities
74,88,100,69,Technical,Volunteering,5,2,5,Science
100,97,61,93,Technical,Volunteering,5,3,1,Science
77,82,65,72,Business,Entrepreneurship,4,2,3,Commerce
90,50,64,63,Literary,Drama,1,2,1,Humanities
72,71,70,45,Literary,Drama,4,1,2,Science
60,86,70,93,Artistic,Drama,3,5,4,Humanities
76,64,85,83,Artistic,Volunteering,3,5,3,Humanities
80,69,71,79,Business,Finance Club,3,3,3,Commerce
82,79,72,89,Literary,Volunteering,1,4,1,Humanities
86,82,96,81,Technical,Volunteering,5,5,5,Science
51,64,74,83,Technical,Robotics,2,2,2,Science
94,100,72,82,Technical,Robotics,5,3,3,Science
78,80,92,96,Artistic,Volunteering,3,5,4,Humanities
86,72,93,70,Technical,Volunteering,4,4,5,Science
85,78,72,81,Artistic,Drama,2,4,3,Humanities
69,85,77,74,Technical,Robotics,4,3,2,Science
74,58,75,60,Artistic,Debating,3,4,1,Humanities
76,75,60,52,Literary,Volunteering,5,1,1,Science
91,80,82,65,Technical,Volunteering,5,4,5,Science
50,49,83,78,Business,Entrepreneurship,1,5,2,Humanities
91,72,71,78,Artistic,Debating,3,4,5,Humanities
85,76,60,73,Business,Volunteering,3,1,2,Science
77,64,66,74,Business,Volunteering,2,2,2,Commerce
68,63,84,85,Technical,Robotics,1,5,5,Humanities
66,63,66,46,Literary,Debating,2,1,1,Humanities
63,100,70,69,Artistic,Debating,4,1,2,Humanities
65,85,83,59,Business,Entrepreneurship,2,3,5,Commerce
50,61,83,96,Technical,Robotics,1,3,3,Humanities
69,65,81,64,Technical,Volunteering,3,4,3,Science
75,66,81,57,Artistic,Drama,3,1,1,Humanities
69,58,80,65,Business,Finance Club,1,3,4,Commerce
80,54,56,70,Technical,Robotics,4,1,4,Science
95,70,69,67,Business,Volunteering,3,3,4,Commerce
70,62,92,84,Artistic,Debating,1,4,5,Humanities
88,81,68,65,Artistic,Debating,2,4,2,Humanities
87,80,72,59,Artistic,Drama,5,3,5,Humanities
67,66,80,93,Artistic,Debating,5,5,3,Humanities
92,100,56,64,Business,Finance Club,4,2,5,Commerce
90,57,82,82,Technical,Robotics,2,4,1,Science
89,77,53,68,Technical,Robotics,5,1,3,Science
79,70,81,62,Technical,Robotics,5,3,3,Science
57,73,64,69,Technical,Volunteering,2,2,4,Science
72,81,88,60,Business,Entrepreneurship,4,2,4,Commerce
72,67,58,62,Technical,Robotics,2,3,1,Science
58,56,68,69,Business,Finance Club,1,4,5,Commerce
93,83,90,65,Literary,Drama,5,5,3,Humanities
73,83,73,79,Technical,Robotics,4,2,5,Science
65,87,76,91,Literary,Debating,3,3,3,Humanities
58,70,87,86,Artistic,Volunteering,3,5,5,Humanities
56,57,68,73,Artistic,Debating,2,5,1,Humanities
91,74,80,80,Literary,Drama,4,2,5,Humanities
63,59,73,88,Literary,Drama,1,5,4,Humanities
62,82,88,72,Literary,Drama,3,4,5,Humanities
66,75,56,84,Literary,Volunteering,3,5,1,Humanities
70,73,65,66,Technical,Robotics,1,1,5,Science
91,75,82,69,Business,Entrepreneurship,3,1,4,Commerce
72,66,94,88,Technical,Robotics,5,3,3,Science
85,87,60,78,Literary,Drama,3,2,4,Humanities
71,81,63,41,Literary,Debating,4,2,1,Science
88,73,78,58,Technical,Robotics,5,1,5,Science
81,65,57,95,Literary,Debating,2,4,1,Humanities
85,81,55,85,Business,Finance Club,3,1,4,Commerce
76,83,89,60,Business,Volunteering,2,3,1,Commerce
53,65,73,65,Artistic,Drama,2,1,3,Humanities
74,60,84,94,Literary,Drama,2,4,5,Humanities
56,72,59,82,Artistic,Drama,1,4,3,Humanities
64,100,80,63,Technical,Robotics,5,2,1,Science
100,64,67,85,Technical,Volunteering,4,4,1,Science
65,85,82,73,Business,Volunteering,3,2,2,Commerce
69,91,47,66,Technical,Volunteering,4,1,4,Science
68,65,72,100,Artistic,Volunteering,1,5,2,Humanities
73,68,80,69,Technical,Robotics,2,1,1,Science
83,97,68,90,Business,Entrepreneurship,5,3,1,Science
83,97,74,62,Artistic,Drama,5,3,4,Science
69,70,62,66,Business,Entrepreneurship,3,1,2,Commerce
86,82,69,70,Technical,Robotics,4,4,3,Science
81,91,86,59,Technical,Robotics,5,3,2,Science
55,66,81,76,Artistic,Debating,3,3,2,Humanities
72,85,71,86,Literary,Volunteering,3,3,2,Humanities
72,64,72,68,Literary,Volunteering,1,2,3,Humanities
81,87,85,86,Technical,Robotics,5,2,5,Science
68,60,63,94,Literary,Volunteering,2,2,3,Humanities
60,68,73,51,Technical,Volunteering,4,2,3,Science
72,75,83,76,Literary,Debating,2,4,5,Humanities
88,70,65,46,Artistic,Drama,4,1,2,Science
84,54,58,89,Technical,Robotics,2,4,1,Science
88,81,93,89,Technical,Volunteering,4,4,2,Science
73,84,44,73,Technical,Robotics,1,1,2,Science
81,75,74,57,Technical,Robotics,3,2,1,Science
69,57,85,94,Business,Finance Club,1,4,4,Commerce
87,66,85,78,Artistic,Volunteering,3,4,4,Humanities
84,79,89,85,Artistic,Volunteering,3,5,4,Humanities
62,84,80,70,Business,Entrepreneurship,4,2,3,Commerce
80,88,72,85,Business,Volunteering,3,5,1,Humanities
100,80,66,64,Business,Finance Club,4,1,5,Commerce
83,86,73,54,Business,Finance Club,5,1,2,Science
67,66,75,65,Artistic,Debating,3,3,2,Humanities
75,57,82,65,Literary,Volunteering,2,3,2,Humanities
70,75,84,65,Technical,Volunteering,3,3,1,Science
73,77,65,61,Literary,Drama,2,3,2,Humanities
85,97,79,73,Literary,Volunteering,4,2,3,Science
74,62,75,78,Literary,Drama,3,1,3,Humanities
82,87,78,94,Technical,Volunteering,5,2,5,Science
52,73,78,63,Technical,Volunteering,3,2,3,Science
63,81,76,84,Artistic,Volunteering,2,5,2,Humanities
76,72,76,76,Artistic,Drama,2,4,4,Humanities
94,66,85,80,Technical,Volunteering,5,3,1,Science
77,68,72,79,Business,Volunteering,2,3,5,Commerce
71,53,67,71,Business,Finance Club,2,1,2,Commerce
82,73,74,88,Technical,Robotics,3,2,3,Science
63,60,57,62,Business,Finance Club,1,1,1,Commerce
68,98,63,77,Business,Entrepreneurship,3,4,1,Science
54,58,56,74,Business,Entrepreneurship,1,3,1,Commerce
65,73,75,65,Technical,Volunteering,1,2,1,Science
73,88,88,78,Business,Volunteering,4,4,5,Commerce
71,70,77,52,Technical,Robotics,3,4,4,Science
63,89,86,89,Artistic,Volunteering,3,5,3,Humanities
63,69,84,90,Technical,Robotics,1,5,5,Humanities
100,100,80,68,Literary,Debating,5,3,3,Science
84,63,80,78,Technical,Robotics,2,2,3,Science
58,90,74,79,Technical,Volunteering,5,5,2,Science
73,77,69,63,Business,Entrepreneurship,4,2,5,Commerce
94,80,61,60,Technical,Robotics,5,1,4,Science
68,68,89,75,Technical,Volunteering,2,3,5,Commerce
75,71,59,69,Artistic,Drama,2,3,4,Humanities
88,88,68,60,Technical,Robotics,5,2,5,Science
75,54,75,80,Technical,Robotics,4,3,3,Science
93,75,67,81,Business,Finance Club,4,5,1,Science
65,83,65,88,Artistic,Debating,3,5,2,Humanities
100,88,70,67,Technical,Robotics,5,1,1,Science
82,73,83,70,Literary,Volunteering,3,5,5,Humanities
89,73,77,71,Technical,Volunteering,2,2,3,Science
80,69,89,74,Artistic,Debating,3,5,1,Humanities
89,64,63,57,Technical,Robotics,4,1,3,Science
100,76,73,80,Artistic,Debating,5,3,4,Humanities
72,73,75,70,Technical,Robotics,5,3,1,Science
87,79,81,72,Technical,Robotics,5,2,5,Science
97,85,81,70,Technical,Volunteering,5,5,1,Science
85,94,68,81,Technical,Volunteering,5,5,4,Science
75,74,78,73,Literary,Debating,4,3,5,Humanities
82,77,86,90,Artistic,Volunteering,4,5,1,Humanities
81,77,80,81,Literary,Drama,3,4,1,Humanities
68,76,75,53,Technical,Robotics,5,1,1,Science
83,73,98,100,Technical,Robotics,4,5,5,Science
86,84,72,77,Artistic,Debating,4,4,4,Humanities
72,71,63,76,Artistic,Debating,2,1,5,Humanities
57,74,59,70,Artistic,Drama,2,1,2,Humanities
94,80,73,65,Literary,Debating,5,1,2,Science
84,73,60,93,Business,Finance Club,3,2,5,Commerce
65,62,59,74,Business,Volunteering,1,1,5,Commerce
59,51,78,87,Literary,Volunteering,1,5,3,Humanities
83,78,86,100,Technical,Robotics,5,5,2,Science
72,76,63,76,Artistic,Drama,1,2,2,Humanities
85,100,96,77,Technical,Volunteering,4,3,5,Science
89,94,65,66,Business,Volunteering,4,2,3,Science
66,76,70,51,Artistic,Debating,5,1,1,Science
67,65,70,69,Artistic,Debating,1,4,3,Humanities
70,48,79,65,Technical,Volunteering,1,1,2,Science
80,82,83,64,Business,Finance Club,5,2,3,Commerce
58,69,74,56,Business,Finance Club,2,3,3,Commerce
93,78,67,78,Business,Volunteering,4,1,2,Science
80,83,84,72,Technical,Robotics,4,2,4,Science
92,87,65,64,Technical,Robotics,5,3,2,Science
71,92,69,78,Technical,Robotics,5,2,3,Science
63,68,64,63,Technical,Robotics,1,2,1,Science
63,51,58,62,Business,Finance Club,2,2,5,Commerce
75,85,84,80,Literary,Debating,3,4,2,Humanities
83,72,51,79,Technical,Robotics,5,1,3,Science
66,55,77,86,Artistic,Volunteering,2,5,5,Humanities
89,89,70,75,Technical,Robotics,5,2,3,Science
76,81,61,71,Business,Entrepreneurship,4,3,2,Science
75,80,85,75,Artistic,Drama,3,5,5,Humanities
63,69,65,82,Business,Finance Club,3,2,5,Commerce
76,80,74,77,Technical,Robotics,4,2,3,Science
69,59,68,78,Literary,Drama,3,4,3,Humanities
80,58,64,79,Artistic,Drama,1,4,3,Humanities
77,69,76,78,Technical,Volunteering,5,3,4,Science
82,100,69,59,Business,Volunteering,5,3,2,Science
83,96,70,70,Literary,Volunteering,4,1,3,Science
80,93,79,75,Business,Entrepreneurship,4,5,1,Science
61,55,83,81,Business,Finance Club,1,3,5,Commerce
66,76,64,72,Artistic,Debating,1,4,2,Humanities
63,100,90,78,Technical,Robotics,4,5,5,Science
81,69,73,63,Technical,Volunteering,4,1,5,Science
56,76,75,98,Technical,Robotics,3,5,2,Humanities
78,80,76,92,Literary,Volunteering,3,3,5,Humanities
72,69,69,91,Artistic,Volunteering,2,4,4,Humanities
79,67,63,65,Business,Volunteering,2,2,4,Commerce
64,80,93,86,Business,Volunteering,4,5,1,Humanities
65,59,74,88,Literary,Drama,1,1,3,Humanities
66,78,82,66,Artistic,Volunteering,4,5,3,Humanities
85,69,84,78,Business,Volunteering,3,3,2,Commerce
87,69,71,79,Technical,Volunteering,2,3,1,Science
78,84,85,50,Artistic,Drama,2,1,4,Humanities
74,87,66,67,Technical,Robotics,4,2,3,Science
84,66,74,63,Technical,Volunteering,4,3,3,Science
63,67,100,93,Artistic,Volunteering,1,5,2,Humanities
83,84,80,63,Technical,Robotics,4,4,3,Science
63,67,69,72,Literary,Volunteering,1,5,2,Humanities
84,90,78,64,Technical,Robotics,5,4,1,Science
76,76,65,84,Technical,Robotics,2,3,5,Science
75,72,93,77,Technical,Volunteering,2,3,1,Science
83,65,77,73,Technical,Robotics,4,4,1,Science
64,86,80,92,Literary,Volunteering,4,5,3,Humanities
60,73,66,68,Technical,Volunteering,1,1,3,Science
90,95,86,87,Technical,Robotics,5,3,5,Science
76,86,66,68,Technical,Volunteering,4,2,1,Science
60,64,76,94,Artistic,Volunteering,1,5,3,Humanities
64,69,74,62,Business,Finance Club,4,2,3,Commerce
73,77,75,72,Technical,Robotics,5,3,2,Science
60,66,67,74,Artistic,Debating,1,4,1,Humanities
49,58,66,74,Business,Entrepreneurship,2,2,4,Commerce
76,82,70,90,Business,Finance Club,5,5,4,Commerce
74,88,79,84,Literary,Volunteering,3,5,4,Humanities
65,75,80,81,Business,Finance Club,1,3,4,Commerce
87,82,89,86,Technical,Robotics,4,4,3,Science
66,59,75,64,Technical,Robotics,2,2,1,Science
64,68,65,53,Technical,Robotics,2,1,5,Science
70,82,66,64,Technical,Volunteering,5,4,3,Science
70,79,80,65,Literary,Debating,3,2,5,Humanities
98,72,80,74,Business,Volunteering,4,3,2,Science
59,48,81,82,Artistic,Drama,1,5,4,Humanities
75,71,85,82,Literary,Drama,2,4,2,Humanities
90,80,88,77,Artistic,Volunteering,3,5,4,Humanities
71,73,89,93,Artistic,Debating,2,5,2,Humanities
85,70,76,67,Technical,Robotics,5,2,1,Science
79,58,80,63,Literary,Drama,1,2,2,Humanities
